,drugID,SMILES
1778,DB06636,[H]C(C)(OC(=O)N(C)C1=C(COC(=O)CNC)C=CC=N1)[N+]1=CN(C[C@](O)(C2=C(F)C=CC(F)=C2)[C@@]([H])(C)C2=NC(=CS2)C2=CC=C(C=C2)C#N)N=C1
1779,DB06637,NC1=CC=NC=C1
1780,DB06652,COC[C@H](N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C)C1=CC=C(C=C1)C(F)(F)F
1781,DB06654,C[C@H](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O
1782,DB06659,[Cl-].[Sn+4].CCOC(=O)C1=CC2=C3[N-]\C(=C/C4=N/C(=C\C5=C(CC)C(C)=C([N-]5)\C=C5/N=C2C(C)=C5CC)/C(C)=C4CC)[C@@H](C)[C@]13CC
1783,DB06660,CN(C[C@@H](CCN1CCC(CC1)(NC(C)=O)C1=CC=CC=C1)C1=CC=C(Cl)C(Cl)=C1)C(=O)C1=CC=CC=C1
1784,DB06663,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1
1785,DB06670,CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N
1786,DB06678,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1
1787,DB06683,CC1=CN([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)C(=O)NC1=O
1788,DB06684,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1
1789,DB06685,CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1
1790,DB06690,[N-]=[N+]=O
1791,DB06691,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
1792,DB06693,[H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
1793,DB06694,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C
1794,DB06695,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1
1795,DB06696,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
1796,DB06697,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4
1797,DB06698,CNCCC1=CC=CC=N1
1798,DB06699,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
1799,DB06700,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1
1800,DB06701,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1
1801,DB06702,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C
1802,DB06704,NC(N)=NCC1=CC(I)=CC=C1
1803,DB06705,[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC(COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O
1804,DB06706,CNC(C)CCC=C(C)C
1805,DB06707,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1
1806,DB06708,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1
1807,DB06709,CC(C[N+](C)(C)C)OC(C)=O
1808,DB06710,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
1809,DB06711,C(C1=NCCN1)C1=CC=CC2=CC=CC=C12
1810,DB06712,COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N
1811,DB06713,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(C=C3CC[C@@]21[H])=NO
1812,DB06715,[K+].[I-]
1813,DB06716,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O
1814,DB06717,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
1815,DB06718,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NNC=C3C[C@]12C
1816,DB06721,[H]\C(=N/OC(C)(C)C)C1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=CC=C12
1817,DB06723,[OH-].[OH-].[OH-].[Al+3]
1818,DB06724,[Ca++].[O-]C([O-])=O
1819,DB06725,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O
1820,DB06726,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C
1821,DB06727,[H][C@@]12CCCCN1C[C@@H]1C[C@H]2CN2CCCC[C@]12[H]
1822,DB06728,NC1=CC=CC=C1
1823,DB06729,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1
1824,DB06730,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C
1825,DB06731,NCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
1826,DB06732,O=C1C=C(OC2=C1C1=CC=CC=C1C=C2)C1=CC=CC=C1
1827,DB06733,CO[C@H]1\C=C\C=C(C)\C[C@H](C)[C@H](O)[C@H](C)\C=C(/C)\C=C(OC)\C(=O)O[C@@H]1[C@@H](C)[C@@H](O)[C@H](C)[C@@]1(O)C[C@@H](O)[C@H](C)[C@H](O1)C(C)C
1828,DB06735,CCN(CC)CCOC1=CC=C(C=C1)C(=C(\Cl)C1=CC=CC=C1)\C1=CC=CC=C1
1829,DB06736,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
1830,DB06737,CC(C(O)=O)C1=CC=C2SC3=C(C=CC=C3)C(=O)CC2=C1
1831,DB06738,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1
1832,DB06739,CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O
1833,DB06741,OC(=O)C1=C(\C=C\C(=O)NC2=CC=CC=C2)C2=C(Cl)C=C(Cl)C=C2N1
1834,DB06742,NC1=C(Br)C=C(Br)C=C1CN[C@H]1CC[C@H](O)CC1
1835,DB06748,[H][C@@]1(CC[C@]2(C)[C@]1([H])[C@H](O)C[C@]1([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@]3([H])CC[C@@]21C)[C@](C)(CCC=C(C)C)O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
1836,DB06749,[H][C@@]1(CC[C@]2(C)[C@]1([H])[C@H](O)C[C@]1([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@]3([H])CC[C@@]21C)C(C)(CCC=C(C)C)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
1837,DB06751,CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1
1838,DB06753,OP(O)(=O)OCC(Cl)(Cl)Cl
1839,DB06755,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C
1840,DB06756,C[N+](C)(C)CC([O-])=O
1841,DB06762,CC(N\C(NC#N)=N\C1=CC=NC=C1)C(C)(C)C
1842,DB06763,[H]N([H])C(=NCCC[C@H](N([H])C(=O)CN([H])C)C(=O)N([H])[C@@H](C(C)C)C(=O)N([H])[C@@H](CC1=CC=C(O)C=C1)C(=O)N([H])[C@@H](C(C)C)C(=O)N([H])[C@@H](CC1=CN=CN1[H])C(=O)N1CCC[C@H]1C(=O)N([H])[C@@H](C)C(O)=O)N([H])[H]
1843,DB06764,C1CN=C(N1)C1CCCC2=CC=CC=C12
1844,DB06766,CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12
1845,DB06767,[NH4+].[Cl-]
1846,DB06769,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl
1847,DB06770,OCC1=CC=CC=C1
1848,DB06771,N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O
1849,DB06772,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CC=C4)C(C)=C([C@@H](OC)C(=O)[C@]1(C)[C@H](C[C@H]1OC[C@@]21OC(C)=O)OC)C3(C)C
1850,DB06774,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1
1851,DB06777,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
1852,DB06780,[H][C@@]12CC[C@H](C(=O)COC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
1853,DB06781,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
1854,DB06782,OCC(S)CS
1855,DB06783,[Fe+3].[Fe+3].[Fe+3].[Fe+3].N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N.N#C[Fe-4](C#N)(C#N)(C#N)(C#N)C#N
1856,DB06786,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
1857,DB06787,C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1
1858,DB06788,CC(O)=O.CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1
1859,DB06789,[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
1860,DB06791,[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H]
1861,DB06792,[La+3].[La+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O
1862,DB06793,[H][C@](C)(CN(C)C)[C@@](CC1=CC=CC=C1)(OC(=O)CC)C1=CC=CC=C1
1863,DB06795,NCC1=CC=C(C=C1)S(N)(=O)=O
1864,DB06796,[Mn++].CC1=C(O)C(CN(CCN(CC([O-])=O)CC2=CC(COP(O)(O)=O)=NC(C)=C2O)CC([O-])=O)=CC(COP(O)(O)=O)=N1
1865,DB06797,CCC(C)C(C)(COC(N)=O)COC(N)=O
1866,DB06799,C1N2CN3CN1CN(C2)C3
1867,DB06800,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35
1868,DB06802,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N
1869,DB06803,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
1870,DB06804,CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1
1871,DB06807,NC1=CC(O)=C(C=C1)C(=O)OC1=CC=CC=C1
1872,DB06809,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1
1873,DB06810,CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O
1874,DB06811,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
1875,DB06813,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1
1876,DB06814,CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1
1877,DB06815,[O-][N+]1=C(S)C=CC=C1
1878,DB06817,CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1
1879,DB06819,OC(=O)CCCC1=CC=CC=C1
1880,DB06820,ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
1881,DB06821,COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1
1882,DB06823,CC(S)C(=O)NCC(O)=O
1883,DB06824,NCCNCCNCCN
1884,DB06825,CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
1885,DB06826,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
1886,DB06827,[H][C@@]1(C[C@H](O)NC(=N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC1=O)NC(=O)C[C@@H](N)CCCN)=C\NC(N)=O
1887,DB07069,OC(=O)CNC(=O)C1=CC(O)=CC=C1
1888,DB07118,CC1=CC(=O)OC2=C1C=CC(O)=C2
1889,DB07232,C[C@@]1(CCCN1)C1=NC2=CC=CC(C(N)=O)=C2N1
1890,DB07348,[H][C@]1(O)C[C@@]2([H])\C=C\CCC[C@]([H])(C)OC(=O)\C=C\[C@@]([H])(O)[C@]2([H])C1
1891,DB07374,[H][C@]1(O)CN[C@]([H])(CC2=CC=C(OC)C=C2)[C@]1([H])OC(C)=O
1892,DB07402,[H][C@@]1(CC=C)C(=O)N2N(C1=O)C1=CC(C)=CC=C1N=C2N(C)C
1893,DB07447,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
1894,DB07477,OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1
1895,DB07565,O[C@@H]([C@@H](COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O
1896,DB07615,COC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1OC
1897,DB07637,[H][C@](N)(CC1=CC(Br)=C(O)C(Br)=C1)C(O)=O
1898,DB07706,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(O)C(O)=C4)[C@@]3([H])CC[C@]12C
1899,DB07715,CC1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1
1900,DB07720,[H][C@@]12CC[C@@]([H])(N1)[C@]([H])(C2)C1=CC=C(Cl)N=C1
1901,DB07767,COC1=CC(\C=C\C(O)=O)=CC=C1O
1902,DB07768,[H][C@@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
1903,DB07780,CC(C)=CCC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O
1904,DB07841,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O
1905,DB07931,[H][C@](CC)(C1=CC=C(O)C=C1)[C@]([H])(CC)C1=CC=C(O)C=C1
1906,DB07954,CC(C)CN1C2=C(N=CN2)C(=O)N(C)C1=O
1907,DB07996,CC1CNCCN1S(=O)(=O)C1=C2C=CN=CC2=CC=C1
1908,DB08059,[H][C@@]12CCC(=O)[C@@]1(C)C[C@@H](OC(C)=O)C1=C2C(=O)C2=C3C(=CO2)C(=O)O[C@H](COC)[C@]13C
1909,DB08162,O=S(=O)(N1CCCNCC1)C1=CC=CC2=C1C=CN=C2
1910,DB08167,CN(C)C1=CC2=[S+]C3=CC(=CC=C3N=C2C=C1)N(C)C
1911,DB08188,CCOCN1C(=O)NC(=O)C(C(C)C)=C1CC1=CC=CC=C1
1912,DB08313,COC(=O)NC1=NC2=CC(=CC=C2N1)C(=O)C1=CC=CS1
1913,DB08329,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O
1914,DB08382,[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCC(F)(F)C1)N1CCN(CC1)C1=NC=CC=N1
1915,DB08399,OC1=CC(\C=C\C2=CC=C(O)C(O)=C2)=CC(O)=C1
1916,DB08437,[H][C@](N)(CC1=CC=C(OC)C=C1)C(=O)N[C@]1([H])[C@@]([H])(CO)O[C@@]([H])(N2C=NC3=C(N=CN=C23)N(C)C)[C@]1([H])O
1917,DB08439,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1
1918,DB08455,[H]/C(=C(/[H])\C(\C)=C(/[H])C(O)=O)/C(/[H])=C(\C)/C(/[H])=C(\[H])C1=C(C)C=C(O)C(C)=C1C
1919,DB08486,CC1=CC(NC(=O)CC2=CC=C(OC(C)(C)C(O)=O)C=C2)=CC(C)=C1
1920,DB08496,CC(=O)C[C@H](C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
1921,DB08502,CC(C)C1=C(SC2=CC(Cl)=CC(Cl)=C2)N(CC2=CC=NC=C2)C(COC(N)=O)=N1
1922,DB08550,ClC1=CC=C2CCNCC2=C1Cl
1923,DB08619,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCC(O)=O
1924,DB08621,[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(C=C1)S(C)(=O)=O
1925,DB08633,[H][C@]1(CC=C(C)C)O[C@]1(C)[C@@]1([H])[C@]([H])(OC)[C@@]([H])(CC[C@]11CO1)OC(=O)NC(=O)CCl
1926,DB08639,CC1=CC(C)=C(NC2=NC(NC3=CC=C(C=C3)C#N)=NC=C2)C(C)=C1
1927,DB08735,[H][C@@](C)(O)C[C@]([H])(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O
1928,DB08736,[H][C@](C)(O)C[C@@]([H])(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O
1929,DB08783,[H][C@@](CC1=CC=C(C[Se](O)=O)C=C1)(NC(=O)OC(C)(C)C)C(=O)OC
1930,DB08794,CCOC(=O)C(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O
1931,DB08795,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O
1932,DB08797,NC(=O)C1=CC=CC=C1O
1933,DB08798,CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)O1
1934,DB08799,C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1
1935,DB08800,CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1
1936,DB08801,CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1
1937,DB08802,CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C
1938,DB08804,[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
1939,DB08805,CNC(=S)NCCSCC1=C(C)NC=N1
1940,DB08806,CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1
1941,DB08807,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1
1942,DB08808,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
1943,DB08810,CCOC1=CC(N)=C(C=C1C(=O)NC1CCN(CC2CCC=CC2)CC1)[N+]([O-])=O
1944,DB08811,CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1
1945,DB08814,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O
1946,DB08815,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O
1947,DB08816,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1
1948,DB08819,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1
1949,DB08820,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C
1950,DB08822,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1
1951,DB08824,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C([123I])C=C1)C(=O)OC)N2CCCF
1952,DB08826,CN1C=CC(=O)C(O)=C1C
1953,DB08827,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12
1954,DB08828,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1
1955,DB08830,[H][C@](O)(CO)[C@@]1([H])OC(=O)C(=O)C1=O
1956,DB08833,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O
1957,DB08834,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C
1958,DB08836,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1
1959,DB08837,CC[N+](CC)(CC)CC
1960,DB08838,NCCCCNC(N)=N
1961,DB08839,NCCC1=CNC2=CC=C(O)C=C12
1962,DB08840,CNC(=O)C1=CC=CN=C1
1963,DB08841,NCCC1=CC=C(O)C=C1
1964,DB08844,O=C1NC2=C(N1)C(=O)NC(=O)N2
1965,DB08846,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2
1966,DB08858,N.N.Cl.[Pt++].CC(CCC([O-])=NCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
1967,DB08860,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O
1968,DB08861,CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)CC2=CC=C(O)C=C2)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H]1C(O)=O
1969,DB08864,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1
1970,DB08865,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl
1971,DB08867,CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12
1972,DB08868,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
